Demand_Time	Vehicle_Type	产生地	目的地	SOC
10.448410	W	67	26	0.19
12.764716	W	70	180	0.14
9.887154	W	144	62	0.28
11.378459	W	118	164	0.30
11.989216	W	182	150	0.30
10.693004	W	40	72	0.22
10.011057	W	199	3	0.20
12.526320	W	111	214	0.20
11.868107	W	43	48	0.27
7.943434	W	43	117	0.23
10.087043	W	104	59	0.13
9.198076	W	59	194	0.30
12.525998	W	27	10	0.12
7.562481	P	88	163	0.12
11.260641	W	50	126	0.13
11.912797	W	33	212	0.12
11.513523	W	32	108	0.29
13.329519	W	56	165	0.15
9.868709	W	158	14	0.28
12.581088	W	112	28	0.18
11.542595	W	52	27	0.27
9.907860	W	104	147	0.23
10.662323	W	53	33	0.17
11.275062	W	14	98	0.23
10.328081	W	9	11	0.10
8.194309	W	64	198	0.10
8.425755	W	14	113	0.18
13.234714	W	4	22	0.21
11.001136	P	183	151	0.16
11.363657	W	63	174	0.16
11.715347	W	47	110	0.18
8.637105	W	207	173	0.10
13.803816	W	187	90	0.26
14.088252	W	72	113	0.22
8.105819	W	109	136	0.13
8.907518	W	159	90	0.16
11.329070	W	168	45	0.26
13.462128	W	181	167	0.15
8.981043	W	120	131	0.25
14.834194	W	213	180	0.26
11.372602	W	131	51	0.19
12.242088	W	79	113	0.30
8.231808	W	160	174	0.16
10.099257	W	82	175	0.21
10.153879	W	13	136	0.16
7.711480	W	182	43	0.18
10.991719	W	191	30	0.23
10.540565	W	207	66	0.11
13.337518	W	92	101	0.26
14.352455	W	105	108	0.14
10.603066	W	109	90	0.19
12.246866	W	146	122	0.22
15.456572	W	83	7	0.23
12.783909	W	78	96	0.13
12.531962	W	28	89	0.14
12.861326	P	139	188	0.19
12.983819	W	213	162	0.19
11.946991	W	199	130	0.26
12.017082	W	14	130	0.25
11.931845	W	65	37	0.11
10.068776	W	123	149	0.23
10.231103	W	176	184	0.18
12.023154	W	125	23	0.13
15.064274	W	1	54	0.17
9.705793	W	144	66	0.22
12.512082	W	40	14	0.15
6.771794	W	91	27	0.19
10.035060	W	137	120	0.25
14.398601	W	105	121	0.25
12.790437	W	48	150	0.20
9.538739	P	87	33	0.24
7.696061	W	137	189	0.14
10.960495	W	86	174	0.25
11.266296	W	180	77	0.17
11.865295	W	100	172	0.30
11.929266	W	141	14	0.20
12.839243	W	1	160	0.27
12.846016	W	73	155	0.26
12.411335	W	10	72	0.21
10.500985	W	31	76	0.12
10.189938	W	54	142	0.21
8.939993	W	206	211	0.27
11.412485	W	139	83	0.26
12.252587	W	82	90	0.30
11.772509	W	29	197	0.24
9.807388	W	133	119	0.24
8.522922	W	29	3	0.23
7.523494	W	28	165	0.28
8.285975	W	69	179	0.22
14.161395	W	156	39	0.16
7.504402	W	97	68	0.15
9.930331	W	156	15	0.18
13.267203	W	176	73	0.26
7.699599	W	152	112	0.30
8.620397	W	166	39	0.30
10.857587	W	19	123	0.15
12.748086	W	28	175	0.28
10.326876	W	42	148	0.13
11.841490	W	51	15	0.25
10.896296	W	15	207	0.17
10.655224	W	120	100	0.27
11.970943	W	179	21	0.17
8.820042	W	157	124	0.29
12.537647	P	30	10	0.25
15.276083	W	182	6	0.17
6.995722	W	174	118	0.14
12.543873	W	36	112	0.12
10.682060	W	169	46	0.23
9.227284	W	59	157	0.13
11.989671	W	171	145	0.16
9.195352	W	58	187	0.16
10.845568	W	96	117	0.23
9.527481	W	5	39	0.11
7.501312	W	140	159	0.24
8.579441	W	119	162	0.17
11.644092	P	41	44	0.23
13.793305	W	158	3	0.22
14.442372	W	205	135	0.24
11.051487	W	84	29	0.10
9.353359	W	180	22	0.29
11.769599	W	162	194	0.21
16.052330	P	213	48	0.18
16.054088	P	43	161	0.27
18.993946	P	128	154	0.20
20.957805	P	162	23	0.20
16.979550	P	56	173	0.27
15.560291	P	179	129	0.14
15.227290	P	84	189	0.13
16.878935	P	192	30	0.17
18.550716	P	61	162	0.12
16.963738	W	174	5	0.16
19.775452	P	11	29	0.15
20.661930	P	146	101	0.15
17.720938	P	29	81	0.23
16.238604	P	4	184	0.22
17.206944	P	149	152	0.22
16.451600	P	52	175	0.17
18.769690	P	1	134	0.16
19.307166	P	172	74	0.13
21.962235	P	46	72	0.30
17.946855	P	3	85	0.20
19.497389	W	109	161	0.30
17.529106	P	20	190	0.16
17.929024	P	125	47	0.22
18.258586	P	75	35	0.25
19.715128	P	1	137	0.25
14.416725	P	106	142	0.23
19.571475	P	39	209	0.25
14.904518	P	103	186	0.20
19.470493	P	212	99	0.30
15.447607	P	40	132	0.25
19.242904	P	189	6	0.15
18.367120	P	163	189	0.18
14.623705	P	129	60	0.13
15.948671	W	117	106	0.10
19.490270	P	32	155	0.29
15.716024	P	187	67	0.12
17.840907	P	120	111	0.21
19.778399	P	55	25	0.18
19.216272	P	25	171	0.16
19.334523	P	157	53	0.15
19.138613	P	36	56	0.20
15.651024	P	95	76	0.24
16.754276	P	65	113	0.16
16.310771	P	194	93	0.24
15.295789	P	191	112	0.21
16.081769	P	116	190	0.15
16.861641	P	171	41	0.24
18.772965	W	177	156	0.17
16.655755	P	10	201	0.18
19.399831	P	50	119	0.24
17.317728	P	85	60	0.25
17.394580	P	44	150	0.11
12.866568	P	6	3	0.25
15.235566	P	82	133	0.10
19.162028	W	159	40	0.21
19.142130	P	77	114	0.29
15.810823	P	100	90	0.15
20.358903	P	66	5	0.10
19.201089	P	201	148	0.13
18.896237	P	130	120	0.14
19.478994	P	95	83	0.28
20.723373	P	101	5	0.22
15.402495	P	136	74	0.19
19.779686	P	4	96	0.20
17.930786	P	154	63	0.19
17.378224	P	82	90	0.10
17.945968	P	193	151	0.24
16.053091	P	68	156	0.14
19.692356	P	213	77	0.23
15.958634	P	175	82	0.14
20.399536	P	156	172	0.26
18.479779	P	119	30	0.23
20.494716	P	37	184	0.20
20.989917	P	124	63	0.18
17.730171	P	113	152	0.14
19.756592	P	95	187	0.12
17.526523	P	40	46	0.27
18.016271	P	194	49	0.15
16.801521	P	149	76	0.22
16.556829	P	9	32	0.14
18.725387	P	95	119	0.26
16.423581	P	45	202	0.29
19.109752	W	13	64	0.15
20.774301	P	145	199	0.14
18.469128	P	39	116	0.18
19.594430	P	64	57	0.16
18.792332	P	181	187	0.27
19.054567	P	8	118	0.14
17.437303	W	171	164	0.23
17.221671	P	150	39	0.13
18.993299	P	166	194	0.17
16.018106	P	10	95	0.19
19.816637	P	196	201	0.25
17.369362	P	88	127	0.30
20.676463	P	124	99	0.28
18.511297	P	50	137	0.12
15.070188	P	196	194	0.28
18.466153	P	81	47	0.14
21.436623	P	84	2	0.24
16.594696	W	163	201	0.13
20.151630	P	112	203	0.16
17.708900	P	75	26	0.20
17.063178	P	17	57	0.17
16.952426	P	58	172	0.11
16.317551	P	141	178	0.19
18.234341	P	140	159	0.30
18.631904	P	34	110	0.16
17.698942	P	42	3	0.17
15.552744	P	109	144	0.30
17.871438	P	67	142	0.25
19.963519	P	40	139	0.20
20.018897	P	160	52	0.17
17.079949	P	113	203	0.12
19.692655	W	140	187	0.22
15.088179	P	13	70	0.30
19.595543	P	211	7	0.10
17.684396	P	90	49	0.29
18.724163	P	47	197	0.21
20.136926	P	84	201	0.22
20.379039	P	125	9	0.20
19.496349	P	182	2	0.27
19.589311	P	43	31	0.26
14.709524	P	91	208	0.14
19.532426	P	6	162	0.14
15.638392	P	182	41	0.25
16.591192	P	166	104	0.27
18.601545	P	75	149	0.26
13.547856	P	170	179	0.26
19.881947	P	126	29	0.30
15.602710	P	24	178	0.30
17.692542	P	90	75	0.10
17.081490	P	114	165	0.10
20.618043	P	147	37	0.23
16.491216	P	22	41	0.23
17.660826	P	107	137	0.28
15.100576	P	133	206	0.16
17.193991	P	163	191	0.20
16.341868	P	202	164	0.24
16.877883	P	182	152	0.21
16.795293	P	171	131	0.18
14.861196	P	103	77	0.24
16.298756	P	108	180	0.18
16.639059	P	167	55	0.21
13.346045	P	27	193	0.25
19.615549	P	211	59	0.24
19.218193	P	129	168	0.20
17.016706	P	119	50	0.18
16.114895	P	21	136	0.24
17.437825	P	17	148	0.13
17.984173	P	156	171	0.14
19.828560	P	34	36	0.29
18.667992	P	30	202	0.27
16.678205	P	32	215	0.18
18.053225	P	160	42	0.24
15.845299	P	157	61	0.15
15.244310	P	187	15	0.24
18.541133	W	10	58	0.28
17.360505	P	142	43	0.20
21.117391	P	194	139	0.23
18.240454	P	82	140	0.28
12.420528	P	155	51	0.22
16.132529	P	105	186	0.13
18.718061	P	137	126	0.14
17.068142	P	34	19	0.26
17.237437	P	169	33	0.10
15.093642	P	199	65	0.19
16.754859	P	166	72	0.21
15.515605	P	159	68	0.20
16.948325	P	6	78	0.23
16.458554	P	95	38	0.30
16.693838	P	202	196	0.14
21.195686	P	166	201	0.24
17.404881	P	1	2	0.19
15.786816	P	209	99	0.25
19.385755	P	8	46	0.21
19.332385	P	8	59	0.18
17.810926	P	182	92	0.11
19.956896	P	176	46	0.21
16.321413	P	110	105	0.15
19.033975	P	8	197	0.18
20.658320	P	171	139	0.26
16.360464	P	201	25	0.13
18.025657	P	145	165	0.13
16.063094	P	160	6	0.20
14.791316	P	146	117	0.18
19.209069	P	209	164	0.18
11.928810	P	79	72	0.30
16.491848	P	138	203	0.25
19.663189	P	193	8	0.17
14.594793	P	213	50	0.19
16.367971	P	61	211	0.18
15.667812	P	49	172	0.14
16.462032	P	149	42	0.17
16.206475	P	119	46	0.11
19.658135	P	85	132	0.24
21.219762	P	137	53	0.18
16.812433	P	8	73	0.15
17.219764	P	157	83	0.26
16.109421	P	46	84	0.26
17.874073	P	143	16	0.30
20.293910	P	62	149	0.13
14.279722	P	105	194	0.21
15.697808	P	104	165	0.26
14.952777	P	211	2	0.23
19.138080	P	71	148	0.22
17.096867	P	86	187	0.26
17.287414	P	139	201	0.22
16.512791	P	211	72	0.10
19.721825	P	104	151	0.12
16.661866	W	156	24	0.28
17.243637	W	154	202	0.16
17.239898	P	196	17	0.21
16.263866	P	132	83	0.20
19.412156	W	113	196	0.23
13.962657	P	54	103	0.19
19.121134	P	127	110	0.24
15.626644	P	130	116	0.17
15.892001	P	51	170	0.13
14.353460	P	117	26	0.25
18.628241	P	11	146	0.17
16.631380	P	171	156	0.23
17.238692	P	50	147	0.24
19.191851	P	85	108	0.10
17.927943	P	54	39	0.16
18.688245	P	4	151	0.10
15.259822	P	130	199	0.23
16.290839	P	180	112	0.13
13.915624	P	153	164	0.20
20.765188	P	145	47	0.22
19.979485	P	154	117	0.19
14.975506	P	206	165	0.27
18.248498	P	127	66	0.14
18.555360	P	112	35	0.30
17.015953	P	114	136	0.16
16.653970	P	138	63	0.21
16.563584	P	45	130	0.16
16.704132	P	213	111	0.21
16.930958	P	121	26	0.30
18.145744	P	104	168	0.20
18.462570	P	52	24	0.14
14.235608	P	94	146	0.18
16.909539	P	151	145	0.25
22.505576	P	114	30	0.27
17.340876	P	138	87	0.17
19.167792	P	14	203	0.25
15.931235	P	149	208	0.24
17.183269	P	154	143	0.13
18.793229	P	121	141	0.15
18.005974	P	70	34	0.25
19.905632	P	68	193	0.16
18.255978	P	160	201	0.20
17.767277	W	164	128	0.24
21.525386	P	190	32	0.20
18.447865	P	26	116	0.14
17.712832	P	40	99	0.27
15.727639	P	164	40	0.17
19.100309	P	31	23	0.11
18.465785	P	67	140	0.30
15.455041	P	135	86	0.22
15.687077	P	17	43	0.14
18.710456	P	125	62	0.13
17.745203	P	76	165	0.22
11.570429	P	18	150	0.11
20.774449	P	68	90	0.12
19.726992	P	203	60	0.20
16.394825	P	88	89	0.21
16.697188	P	84	121	0.21
19.049664	P	168	177	0.12
15.085618	P	73	209	0.15
19.467464	P	142	202	0.27
18.352251	P	45	208	0.27
20.141563	P	127	205	0.19
18.486852	P	127	204	0.22
17.971478	P	26	52	0.15
20.726202	P	17	158	0.27
16.962259	P	41	105	0.27
19.175127	P	74	35	0.20
18.944865	P	209	38	0.29
17.162828	P	133	103	0.25
19.056688	P	187	26	0.25
15.868511	W	114	80	0.20
20.483807	W	125	63	0.16
15.268679	P	215	28	0.28
16.541399	P	200	76	0.18
14.678492	P	88	181	0.24
18.560659	P	4	20	0.19
19.002530	P	24	200	0.26
18.912182	P	184	88	0.29
16.374116	P	191	102	0.21
18.944701	P	8	70	0.20
16.244901	P	149	43	0.28
19.193456	P	7	208	0.25
18.233762	P	203	46	0.18
19.518921	P	136	192	0.30
17.635969	P	39	161	0.30
19.954239	W	215	27	0.22
17.485157	P	107	134	0.25
17.785048	P	140	154	0.11
15.413033	P	203	85	0.23
20.658459	P	212	114	0.20
15.284427	P	154	69	0.25
17.346903	P	157	54	0.30
21.307029	P	159	143	0.24
12.343385	P	110	60	0.20
14.910494	P	174	92	0.21
19.163072	P	89	93	0.16
20.195669	P	102	46	0.19
18.189841	P	135	97	0.23
17.148404	P	179	20	0.23
20.370772	W	210	121	0.21
15.614120	P	28	22	0.26
15.698096	P	120	72	0.13
19.411584	P	155	195	0.12
18.802450	P	169	157	0.26
17.008056	P	32	111	0.21
15.487007	P	203	81	0.12
15.578979	P	15	29	0.23
18.334762	P	9	161	0.23
16.059382	P	91	85	0.14
18.936030	P	117	30	0.11
14.302518	P	13	126	0.21
19.168844	P	134	13	0.26
13.591538	P	115	141	0.21
17.375197	P	195	156	0.10
15.056764	P	158	43	0.21
20.574962	P	37	145	0.18
16.641061	P	155	138	0.16
15.681996	P	119	16	0.21
18.000701	P	3	76	0.10
20.466261	P	87	131	0.13
20.454414	P	156	15	0.30
20.782169	P	178	182	0.28
20.592690	P	176	53	0.29
17.405036	P	131	145	0.19
21.097694	P	175	191	0.21
15.651722	P	183	171	0.22
18.560790	P	129	56	0.21
17.813663	P	88	212	0.20
16.587784	P	140	104	0.21
18.956824	P	96	80	0.15
17.346031	P	210	25	0.15
15.481898	P	34	169	0.24
17.711212	P	24	28	0.27
16.629050	P	10	56	0.16
17.172918	P	202	90	0.16
15.217999	P	161	41	0.12
17.686670	P	85	3	0.15
16.724248	P	135	166	0.26
17.992068	P	74	135	0.18
17.463822	P	56	84	0.25
22.407864	W	68	169	0.27
21.461163	W	130	124	0.30
22.528331	W	81	201	0.26
18.509467	W	70	109	0.23
18.806596	W	79	188	0.23
21.125031	W	64	28	0.22
16.610364	W	171	80	0.11
19.488220	W	122	81	0.12
20.027875	W	91	170	0.26
15.133799	W	62	158	0.17
18.200906	W	120	109	0.20
17.661400	W	73	161	0.19
19.257338	W	100	101	0.17
14.861106	W	157	130	0.16
18.406997	W	118	149	0.23
18.427290	W	139	14	0.26
20.895320	W	12	191	0.18
20.425176	W	114	158	0.22
19.335171	W	43	172	0.22
22.974064	W	203	158	0.20
20.990374	P	76	214	0.26
20.935721	W	159	87	0.12
18.139502	W	186	173	0.23
13.533093	W	48	90	0.28
17.824073	W	186	19	0.22
18.425477	W	102	10	0.20
18.322166	W	88	27	0.27
19.608916	W	202	121	0.17
18.578802	W	160	185	0.19
19.929145	W	79	75	0.20
18.775408	W	23	118	0.25
18.421044	W	206	118	0.20
18.399938	W	43	168	0.30
17.142466	W	188	60	0.21
16.107695	W	126	151	0.13
17.427033	W	175	20	0.17
23.716323	W	108	26	0.14
16.314617	W	172	91	0.15
22.319552	W	183	63	0.29
15.513012	W	40	168	0.11
16.071279	W	17	153	0.13
24.789187	P	34	92	0.28
19.916214	W	5	90	0.22
19.849847	W	78	85	0.24
16.623034	W	62	141	0.22
15.249405	W	98	91	0.15
15.875734	W	45	195	0.30
13.795878	W	61	128	0.22
20.774751	W	57	96	0.14
22.081889	W	29	96	0.10
18.567184	W	95	150	0.17
21.760930	W	182	92	0.17
17.550627	W	126	103	0.29
21.701308	W	174	108	0.14
22.101510	W	172	142	0.28
19.386769	W	20	108	0.28
20.997033	W	136	112	0.28
19.110958	W	162	214	0.11
17.890864	W	105	75	0.29
16.392423	W	59	8	0.12
19.840939	W	79	89	0.20
18.024525	W	96	99	0.23
23.960828	W	166	75	0.22
19.914405	W	32	14	0.13
15.192731	W	80	85	0.12
15.556887	W	64	21	0.23
13.719423	W	100	188	0.29
19.281293	W	106	196	0.24
17.981110	W	42	200	0.20
16.849574	W	57	163	0.23
23.275724	P	13	91	0.23
19.751205	W	31	32	0.24
17.621113	W	207	76	0.20
18.463874	W	148	15	0.26
20.092233	W	175	161	0.23
20.658564	W	13	39	0.15
16.387806	W	2	70	0.11
18.151568	W	6	123	0.14
16.591112	W	139	101	0.20
14.762658	W	73	183	0.17
18.124592	P	211	93	0.23
19.644230	W	145	162	0.13
20.891037	W	129	195	0.28
15.046060	W	72	5	0.26
13.814020	W	155	44	0.18
21.574609	W	23	19	0.27
16.255376	W	144	41	0.20
20.077686	P	82	48	0.21
16.868923	W	175	35	0.14
17.621429	W	147	127	0.27
15.343379	W	7	122	0.29
14.635029	W	168	85	0.11
16.505080	W	105	86	0.30
17.811109	W	146	185	0.12
17.380941	W	148	53	0.14
20.172720	W	71	35	0.24
17.145124	W	206	146	0.22
17.873468	W	202	198	0.28
19.605473	W	182	145	0.19
17.577818	W	202	83	0.27
17.887879	W	201	159	0.14
19.799990	W	122	74	0.10
20.540032	W	133	131	0.10
17.087106	W	191	78	0.30
19.199268	W	98	155	0.19
18.880857	W	106	46	0.18
18.506145	W	30	22	0.19
19.344532	W	29	178	0.15
21.600594	W	67	84	0.18
20.480293	W	188	31	0.28
16.052387	W	177	81	0.26
17.798610	W	168	157	0.24
22.174013	W	150	202	0.13
22.076922	W	134	100	0.28
16.702938	W	86	109	0.18
19.395795	W	43	176	0.30
19.394052	W	76	201	0.20
15.329061	W	184	9	0.15
18.136564	W	57	197	0.28
18.547156	W	195	9	0.10
14.770765	W	4	127	0.17
21.131299	W	72	177	0.10
17.146049	W	156	102	0.22
16.268550	W	136	116	0.20
16.829471	W	148	63	0.25
16.087548	W	146	170	0.19
15.728730	W	126	45	0.21
20.395156	W	40	201	0.20
20.716011	W	23	22	0.16
16.077840	W	208	163	0.24
20.092752	W	38	137	0.17
16.288225	W	115	170	0.15
18.060370	W	164	189	0.23
17.360673	W	50	36	0.17
16.681442	W	156	106	0.30
20.836053	W	42	125	0.27
20.546535	W	187	109	0.15
18.654313	W	162	44	0.26
19.331765	W	208	138	0.13
22.128863	W	14	145	0.24
21.926896	W	8	184	0.11
16.324140	W	85	21	0.14
17.902384	W	115	181	0.20
17.851866	W	66	15	0.24
18.168583	W	173	155	0.20
15.636696	W	171	215	0.24
20.534906	P	22	109	0.17
18.366825	W	81	36	0.22
17.245759	W	138	203	0.21
19.198651	W	103	110	0.11
19.246351	W	146	158	0.26
18.944772	W	190	215	0.28
20.357140	W	105	84	0.12
15.037603	W	192	97	0.19
18.880602	W	77	165	0.10
19.359302	W	4	6	0.28
18.360881	W	147	172	0.19
19.374527	W	197	42	0.26
19.196606	W	52	88	0.20
16.679620	W	38	66	0.21
18.160133	W	200	59	0.20
17.352171	W	56	159	0.24
15.844274	P	108	172	0.19
18.456325	W	172	153	0.23
22.783991	W	47	159	0.30
19.458053	W	177	5	0.15
18.394867	W	48	127	0.22
22.351118	W	206	80	0.17
20.816453	W	171	32	0.13
19.115474	W	134	101	0.13
21.245551	W	114	48	0.10
17.802839	W	8	184	0.17
17.345498	W	35	204	0.28
16.288729	W	93	117	0.17
19.607326	W	124	196	0.20
18.707324	W	54	177	0.16
19.172090	W	186	106	0.30
22.632312	W	69	121	0.11
16.211821	W	169	174	0.17
19.553324	W	120	136	0.20
18.186960	W	117	150	0.11
19.968436	W	179	9	0.13
21.481108	W	121	119	0.14
19.779085	W	51	134	0.13
13.028406	W	206	90	0.11
15.237145	W	187	123	0.16
16.937432	W	50	114	0.10
21.006848	W	132	32	0.26
22.564749	W	88	145	0.11
15.715459	W	194	26	0.11
19.709877	W	93	107	0.28
17.867521	W	153	71	0.25
18.688302	W	96	190	0.23
18.685292	W	32	73	0.21
22.025340	W	108	115	0.13
17.226141	W	159	109	0.24
15.246996	W	102	155	0.18
18.814017	W	174	7	0.16
18.813900	W	188	19	0.11
17.456375	W	147	202	0.15
16.916842	W	146	211	0.13
24.905239	W	128	10	0.23
16.866081	W	123	49	0.13
17.224916	W	82	59	0.22
19.782048	P	204	162	0.28
17.386954	W	187	58	0.12
21.431263	W	105	86	0.21
18.747784	W	143	66	0.29
18.071759	W	76	181	0.26
14.765067	W	205	57	0.22
16.262162	W	128	23	0.11
19.594498	W	83	97	0.16
17.713722	W	162	97	0.13
22.391198	W	118	40	0.16
20.739822	W	26	203	0.27
17.861232	W	212	14	0.30
25.523127	P	97	191	0.26
21.466059	W	70	174	0.16
18.758953	W	118	202	0.23
20.392513	W	113	76	0.19
21.889685	W	76	56	0.25
17.978661	W	34	168	0.19
21.599481	W	150	139	0.10
14.532890	W	188	3	0.19
19.827054	W	192	10	0.19
17.359355	W	77	101	0.24
19.579924	W	25	122	0.24
17.095747	W	201	97	0.16
20.274977	W	11	106	0.11
18.308831	W	141	171	0.23
18.210757	W	58	211	0.27
19.022727	W	1	34	0.30
16.823277	W	9	72	0.17
16.809657	W	77	47	0.23
22.341479	W	52	10	0.23
19.407453	W	9	138	0.24
22.591790	W	181	188	0.18
21.989611	W	64	122	0.21
12.460535	W	196	131	0.10
19.278770	W	74	139	0.19
19.080239	P	118	195	0.29
20.677742	W	176	79	0.15
22.662967	W	174	10	0.30
15.126091	W	25	163	0.28
19.172599	W	48	180	0.10
16.940005	W	206	113	0.19
20.668354	W	53	3	0.23
19.895280	W	179	192	0.18
17.865806	W	5	189	0.15
15.756183	P	212	62	0.10
19.343108	W	115	33	0.25
19.891853	W	184	3	0.26
17.558337	W	87	169	0.16
18.572131	W	129	143	0.20
20.189852	W	119	131	0.18
16.204421	W	91	146	0.14
14.682358	W	164	196	0.14
21.771730	W	27	31	0.19
15.462939	W	50	169	0.15
13.029648	W	137	89	0.18
18.084576	W	61	123	0.18
15.104511	W	213	157	0.27
18.201261	W	85	79	0.21
18.050113	W	114	169	0.13
21.344794	W	84	45	0.15
21.895061	W	40	158	0.25
18.080563	W	140	156	0.26
19.519733	W	181	214	0.25
19.770080	W	91	107	0.24
17.021125	W	80	133	0.26
15.595552	W	185	83	0.19
16.905338	W	184	92	0.20
19.863711	W	119	31	0.27
22.742314	W	136	163	0.12
18.154566	W	19	193	0.20
22.915284	W	74	38	0.13
19.008158	W	145	183	0.24
19.982196	W	124	34	0.20
15.535799	W	107	3	0.27
19.666414	W	185	14	0.28
16.792384	W	162	40	0.14
18.022287	W	96	28	0.11
15.807942	W	21	148	0.24
15.340561	W	131	58	0.16
20.067152	W	143	135	0.26
19.485248	W	88	83	0.24
18.708158	P	52	17	0.13
18.487879	W	121	27	0.16
15.644388	W	204	172	0.20
18.339459	W	173	18	0.26
17.173519	W	203	199	0.28
20.403630	W	182	61	0.29
19.000043	W	208	16	0.27
17.222815	W	57	41	0.12
18.530483	W	203	111	0.17
17.485262	W	204	178	0.23
20.129368	W	156	148	0.19
16.914247	W	69	143	0.15
20.417550	W	22	176	0.25
22.308276	W	32	7	0.11
17.137789	W	205	128	0.16
15.587893	W	142	139	0.23
18.742622	W	65	78	0.25
19.151561	W	94	13	0.15
18.868486	W	69	16	0.10
18.051549	W	93	78	0.14
14.739821	W	162	193	0.25
17.521477	W	127	128	0.23
16.941067	W	46	162	0.22
18.215417	W	102	60	0.24
21.312884	W	50	192	0.11
16.451961	W	187	113	0.19
19.156721	W	158	118	0.15
22.532022	P	116	104	0.11
18.181262	P	92	120	0.15
20.351190	W	70	203	0.11
18.058330	W	159	106	0.28
17.962209	W	36	61	0.12
17.916563	W	130	85	0.28
19.358383	W	16	195	0.17
22.546201	P	132	129	0.23
18.888115	W	51	197	0.25
17.596743	W	99	6	0.23
18.705288	W	208	172	0.24
12.610031	W	202	196	0.17
16.584327	W	209	132	0.21
19.131016	W	204	82	0.12
19.029009	W	145	11	0.26
18.785662	W	114	10	0.14
18.805546	W	167	161	0.12
17.346142	W	127	113	0.20
21.312190	P	210	151	0.23
21.470551	W	5	132	0.16
16.630652	W	143	93	0.12
18.604223	W	26	188	0.21
17.467314	W	196	13	0.10
18.577669	W	167	169	0.14
22.184549	W	133	160	0.16
18.410573	W	81	188	0.16
16.349887	W	116	47	0.30
18.546800	W	91	17	0.23
18.786510	W	128	204	0.15
19.806266	W	18	75	0.17
17.604448	W	62	212	0.24
15.658165	W	150	13	0.26
17.111045	W	168	108	0.13
18.909796	W	144	63	0.25
16.389750	W	134	44	0.26
19.452163	W	107	215	0.11
16.413588	W	70	65	0.21
18.941493	W	203	28	0.10
20.862379	W	41	3	0.10
19.148003	W	31	68	0.23
15.512133	W	104	6	0.22
21.545798	W	118	56	0.20
20.813946	W	102	44	0.25
18.850265	W	138	172	0.21
16.267307	W	125	160	0.23
17.090663	W	149	166	0.30
18.045623	W	159	110	0.10
17.156181	W	118	133	0.21
15.557916	W	210	198	0.18
17.707840	W	115	112	0.29
18.839434	W	201	101	0.17
19.067542	W	198	59	0.20
17.052520	W	33	137	0.30
20.284723	W	161	174	0.20
17.044105	W	15	9	0.19
16.300270	W	73	140	0.27
19.033090	W	147	94	0.17
21.521337	W	6	88	0.24
18.920486	W	6	64	0.27
21.003017	W	138	55	0.30
21.365337	W	41	109	0.21
18.570286	W	188	26	0.16
17.246221	W	90	192	0.19
16.881525	W	74	26	0.16
17.700643	W	175	5	0.18
21.081800	W	158	83	0.13
17.014951	W	130	152	0.16
21.646092	W	66	48	0.13
16.728268	P	197	72	0.13
17.111586	W	106	24	0.26
19.588478	W	37	27	0.30
14.749939	W	191	26	0.15
16.128326	W	178	63	0.28
18.086352	W	61	49	0.13
18.369463	W	65	81	0.22
15.919667	W	52	55	0.26
17.201711	W	213	185	0.21
17.292619	W	46	112	0.29
20.829434	W	154	6	0.23
16.041620	W	172	118	0.24
18.006162	W	142	157	0.26
15.581168	W	12	173	0.26
15.548114	W	66	108	0.27
21.790109	W	71	113	0.24
19.788758	W	82	16	0.24
16.516284	W	116	212	0.23
19.678562	W	123	146	0.22
18.760788	W	127	36	0.12
18.381402	W	26	24	0.16
20.654175	W	57	103	0.17
16.422304	W	57	34	0.25
21.565068	W	99	185	0.21
16.027324	P	105	183	0.13
15.564117	W	114	39	0.10
18.697528	W	133	180	0.20
16.342720	W	179	165	0.10
18.978793	W	169	38	0.15
19.098028	W	181	126	0.29
18.007588	W	212	43	0.22
21.181420	W	14	6	0.17
19.615566	W	11	189	0.11
19.116486	W	158	149	0.30
18.601226	W	58	117	0.20
22.491349	W	179	106	0.25
19.696647	W	123	128	0.12
19.580733	W	172	62	0.27
14.601133	P	188	3	0.13
21.367395	W	166	132	0.24
21.363231	W	76	128	0.29
20.826796	W	214	93	0.21
20.472023	W	213	1	0.21
16.782762	W	10	58	0.18
18.257197	W	188	172	0.23
16.411631	W	3	202	0.25
22.310555	W	117	5	0.14
20.442633	W	108	77	0.24
19.652534	W	187	123	0.22
15.085476	W	46	189	0.30
17.778693	W	197	184	0.25
17.222820	W	190	215	0.23
19.782844	W	163	128	0.14
18.140053	W	23	213	0.20
21.155192	W	80	49	0.17
16.890170	W	58	118	0.24
17.378049	W	45	48	0.30
18.926759	W	129	191	0.26
19.564705	W	98	3	0.25
14.777227	W	35	127	0.18
18.690523	W	99	112	0.22
17.763894	W	67	89	0.30
21.565352	W	18	103	0.19
19.965895	W	3	211	0.22
17.972341	W	140	29	0.19
19.861985	W	122	206	0.10
18.806016	W	60	36	0.16
19.015786	W	49	27	0.18
21.116047	W	4	155	0.18
19.853111	W	48	114	0.30
17.889277	W	154	118	0.30
17.321694	W	27	89	0.24
18.543513	W	137	56	0.26
18.512520	W	18	67	0.16
17.072337	W	72	173	0.19
19.216070	W	172	166	0.19
22.255286	W	22	86	0.21
20.572825	W	174	68	0.15
17.897121	W	127	81	0.17
